Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date,mentions before,total posts before,normalized mentions before,upvotes before,mentions after,total posts after,normalized mentions after,upvotes after,month
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.6,0.3,0.06,0.1,1.06,85.0,124.0,8.8,170.0,Eighting,T,"Tatsunoko vs. Capcom,Ultimate All-Stars,Tatsunoko vs. Capcom: Ultimate All-Stars",1/26/2010,8,8180,0.000977995,24,5,9219,0.0005423580000000001,4,Jan
Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,0.64,0.19,0.46,0.15,1.41,80.66666667,139.0,8.333333332999999,774.0,Vanillaware,T,Dragon's Crown,10/10/2013,0,50584,0.0,0,5,41277,0.000121133,377,Oct
StarCraft II: Legacy of the Void,Windows,2015,Strategy,Activision,0.38,0.58,0.0,0.08,1.06,88.0,124.0,8.3,1666.0,Blizzard Entertainment,T,"StarCraft II,Legacy of the Void,StarCraft II: Legacy of the Void",11/10/2015,14,35933,0.00038961400000000004,118,31,40196,0.0007712210000000001,218,Nov
Batman: Arkham City,Windows,2011,Action,Warner Bros. Interactive Entertainment,0.32,0.56,0.0,0.18,1.06,91.0,54.0,8.6,3694.0,Rocksteady Studios,T,"Batman,Batman: Arkham City,Arkham City",11/22/2011,45,48583,0.00092625,707,191,37295,0.00512133,4164,Nov
Sesame Street: Once Upon A Monster,Xbox 360,2011,Misc,Warner Bros. Interactive Entertainment,0.78,0.18,0.0,0.08,1.04,79.0,52.0,6.9,44.0,Double Fine Productions,E,"Sesame Street,Sesame Street: Once Upon A Monster,Once Upon A Monster",10/11/2011,1,28374,3.52e-05,4,4,39780,0.000100553,8,Oct
Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.52,0.59,0.0,0.18,1.31,60.66666667,92.0,3.9,233.0,EA Tiburon,E,Rory McIlroy PGA Tour,7/14/2015,3,31622,9.49e-05,6,19,28988,0.0006554439999999999,30,Jul
SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,0.18,0.62,0.0,0.22,1.04,65.0,42.0,3.9,16.0,SCEE London Studio,T,SingStar Dance,11/9/2010,0,12211,0.0,0,0,14450,0.0,0,Nov
Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.46,0.58,0.04,0.18,1.26,69.0,103.0,6.6333333329999995,1016.0,"City Interactive, Deck 13",M,Lords of the Fallen,10/28/2014,0,26903,0.0,0,0,30767,0.0,0,Oct
Kirby and the Rainbow Curse,Wii U,2015,Platform,Nintendo,0.44,0.26,0.24,0.08,1.04,73.0,144.0,8.0,454.0,HAL Labs,E,"Kirby and the Rainbow Curse,Kirby",2/20/2015,17,30649,0.000554667,147,32,30842,0.001037546,3803,Feb
Epic Mickey 2: The Power of Two,Xbox 360,2012,Action,Disney Interactive Studios,0.85,0.48,0.0,0.16,1.49,59.0,106.0,5.1,68.0,Blitz Games Studios,E,"Epic Mickey 2: The Power of Two,The Power of Two,Epic Mickey 2,Epic Mickey 2: The Power of",11/18/2012,4,47446,8.43e-05,7,0,48637,0.0,0,Nov
Major League Baseball 2K10,Xbox 360,2010,Sports,Take-Two Interactive,1.66,0.09,0.0,0.16,1.92,,,2.928571429,,Visual Concepts,E,Major League Baseball 2K10,3/2/2010,0,9655,0.0,0,2,11285,0.00017722599999999997,2,Mar
Unit 13,Vita,2012,Shooter,Sony Computer Entertainment,0.5,0.26,0.08,0.14,1.0,71.0,120.0,7.5,338.0,Zipper Interactive,T,"Unit 13,Unit",3/6/2012,6,40589,0.000147823,25,11,42792,0.000257057,886,Mar
R.U.S.E.,PS3,2010,Strategy,Ubisoft,0.52,0.74,0.04,0.22,1.54,76.5,152.0,7.425,314.0,Eugen Systems,T,R.U.S.E.,9/7/2010,0,10710,0.0,0,4,11758,0.000340194,413,Sep
Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,0.44,0.14,0.36,0.04,1.0,78.0,120.0,7.8,226.0,Indies Zero,E10+,"Theatrhythm: Final Fantasy,Theatrhythm,Final Fantasy",7/3/2012,189,48302,0.003912881,4967,242,60476,0.004001587,1934,Jul
Major League Baseball 2K12,Xbox 360,2012,Sports,Take-Two Interactive,1.45,0.0,0.0,0.11,1.55,,,3.2714285710000004,,Visual Concepts,E,Major League Baseball 2K12,3/6/2012,1,40589,2.46e-05,1,0,42792,0.0,0,Mar
Madden NFL 13,Wii,2012,Sports,Electronic Arts,1.15,0.0,0.0,0.08,1.23,,,7.1,38.0,EA Tiburon,E,"Madden,Madden NFL,Madden NFL 13",8/28/2012,0,49805,0.0,0,0,45302,0.0,0,Aug
Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,0.38,0.3,0.24,0.06,0.98,75.0,118.0,7.2,112.0,Namco Bandai Games,E,Ridge Racer 3D,3/25/2011,0,18467,0.0,0,0,23637,0.0,0,Mar
Babysitting Mama,Wii,2010,Simulation,505 Games,0.66,0.24,0.0,0.08,0.98,,,0.0,,Cooking Mama Limited,E,Babysitting Mama,11/5/2010,0,11826,0.0,0,1,14379,6.95e-05,1,Nov
Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,0.54,0.2,0.14,0.1,0.98,58.0,68.0,7.2,92.0,Racjin,T,"Soul Resurreccion,Bleach,Bleach: Soul Resurreccion",8/3/2011,3,24675,0.000121581,3,15,30075,0.000498753,845,Aug
Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,0.69,0.57,0.0,0.2,1.46,80.66666667,122.0,7.833333333,301.0,PopCap,E10+,"Plants vs. Zombies: Garden Warfare 2,Plants vs. Zombies: Garden Warfare,Garden Warfare 2,Plants vs. Zombies",2/23/2016,7,33101,0.00021147400000000002,7,41,32512,0.001261073,39,Feb
Resident Evil: The Mercenaries 3D,3DS,2011,Action,Capcom,0.32,0.32,0.26,0.06,0.98,65.0,138.0,6.4,220.0,Capcom,M,"The Mercenaries 3D,Resident Evil,Resident Evil: The Mercenaries 3D",6/28/2011,5,28840,0.00017337,7,5,24085,0.000207598,2,Jun
Epic Mickey: Power of Illusion,3DS,2012,Action,Disney Interactive Studios,0.72,0.08,0.08,0.08,0.98,,,,,,,"Epic Mickey,Power of Illusion,Epic Mickey: Power of Illusion",11/18/2012,0,47446,0.0,0,0,48637,0.0,0,Nov
Asphalt 3D,3DS,2011,Racing,Ubisoft,0.54,0.32,0.04,0.08,0.98,43.0,74.0,4.4,48.0,Gameloft,E10+,Asphalt 3D,3/27/2011,0,18630,0.0,0,0,24031,0.0,0,Mar
Steel Diver,3DS,2011,Action,Nintendo,0.62,0.18,0.1,0.06,0.98,58.0,110.0,6.3,58.0,Nintendo,E10+,Steel Diver,3/27/2011,0,18630,0.0,0,0,24031,0.0,0,Mar
Skylanders: SuperChargers,Wii U,2015,Action,Activision,1.32,0.97,0.0,0.27,2.57,,,,,Vicarious Visions,E10+,"Skylanders: SuperChargers,Skylanders,SuperChargers",9/20/2015,2,32375,6.18e-05,0,4,30857,0.00012963,4,Sep
MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,0.42,0.38,0.0,0.16,0.96,77.0,148.0,7.7,310.0,Evolution Studios,T,"MotorStorm,Apocalypse,MotorStorm: Apocalypse",3/31/2011,15,18776,0.0007988919999999999,17,5,24778,0.000201792,6,Mar
Bakugan Battle Brawlers: Defenders of the Core,DS,2010,Action,Activision,1.1,0.05,0.04,0.09,1.29,,,0.0,,Now Production,E10+,"Bakugan Battle Brawlers: Defenders of the Core,Bakugan Battle Brawlers,Defenders of the Core",10/29/2010,0,11669,0.0,0,0,13191,0.0,0,Oct
Major League Baseball 2K13,Xbox 360,2013,Sports,Take-Two Interactive,1.02,0.0,0.0,0.1,1.11,,,,,,,Major League Baseball 2K13,3/5/2013,0,47163,0.0,0,0,50923,0.0,0,Mar
Rock Band 4,Xbox One,2015,Misc,Harmonix Music Systems,1.02,0.13,0.0,0.17,1.32,78.66666667,105.0,6.3666666670000005,195.0,Harmonix Music Systems,T,"Rock Band 4,Rock Band",10/6/2015,28,30273,0.0009249169999999999,29,35,33251,0.0010525999999999999,150,Oct
Dragon Age Origins: Awakening,Xbox 360,2010,Role-Playing,Electronic Arts,0.91,0.3,0.0,0.12,1.34,,,,,,,"Dragon Age Origins: Awakening,Awakening,Dragon Age Origins",3/16/2010,29,10732,0.002702199,97,37,11011,0.0033602759999999997,235,Mar
FlingSmash,Wii,2010,Action,Nintendo,0.74,0.02,0.14,0.04,0.94,48.0,52.0,6.8,26.0,Artoon,E,FlingSmash,11/7/2010,0,11940,0.0,0,0,14508,0.0,0,Nov
Rise of Nightmares,Xbox 360,2011,Action,Sega,0.56,0.26,0.02,0.08,0.94,54.0,112.0,7.8,88.0,Sega,M,Rise of Nightmares,9/6/2011,5,30946,0.00016157200000000002,8,0,28961,0.0,0,Sep
Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo,0.4,0.08,0.42,0.04,0.92,81.0,28.0,7.6,44.0,"Nintendo, Headstrong Games",E,"Lessons for Everyone,Art Academy: Lessons for Everyone,Art Academy",10/1/2012,0,44641,0.0,0,0,41628,0.0,0,Oct
One Piece: Pirate Warriors 3,PS4,2015,Action,Namco Bandai Games,0.18,0.44,0.2,0.12,0.92,74.0,68.0,7.4,236.0,Omega Force,T,"One Piece,Pirate Warriors 3,One Piece: Pirate Warriors 3,One Piece: Pirate Warriors",8/25/2015,6,29349,0.00020443599999999998,50,27,32336,0.0008349830000000001,23,Aug
Silent Hill: Downpour,PS3,2012,Action,Konami Digital Entertainment,0.64,0.38,0.08,0.14,1.24,65.33333333,120.0,7.033333333,793.0,Vatra,M,"Silent Hill,Silent Hill: Downpour,Downpour",3/13/2012,7,41380,0.00016916400000000002,21,15,43052,0.000348416,22,Mar
Major League Baseball 2K11,Xbox 360,2011,Sports,Take-Two Interactive,1.3,0.12,0.0,0.13,1.52,,,3.225,,Visual Concepts,E,Major League Baseball 2K11,3/8/2011,1,18469,5.41e-05,1,0,18956,0.0,0,Mar
Scooby-Doo! and the Spooky Swamp,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.91,0.46,0.0,0.19,1.54,,,,,,,Scooby-Doo! and the Spooky Swamp,9/14/2010,0,11119,0.0,0,0,11523,0.0,0,Sep
Red Faction: Armageddon,PS3,2011,Shooter,THQ,0.63,0.48,0.07,0.19,1.38,72.0,207.0,7.075,466.0,Volition Inc.,M,"Armageddon,Red Faction: Armageddon,Red Faction",6/7/2011,23,25898,0.0008880989999999999,33,16,26728,0.0005986230000000001,49,Jun
F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,0.76,0.51,0.03,0.21,1.5,74.25,201.0,6.775,765.0,Day 1 Studios,M,"F.E.A.R.,F.E.A.R. 3",6/21/2011,13,28309,0.000459218,104,29,24555,0.0011810219999999999,167,Jun
Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,0.07,0.64,0.28,0.11,1.12,,,7.0,1076.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2017",9/13/2016,1,36974,2.7000000000000002e-05,1,3,33761,8.89e-05,40,Sep
Dead or Alive: Dimensions,3DS,2011,Fighting,Ubisoft Annecy,0.26,0.42,0.14,0.06,0.9,79.0,124.0,8.2,226.0,Team Ninja,T,"Dead or Alive,Dead or Alive: Dimensions,Dimensions",5/24/2011,0,23559,0.0,0,12,28309,0.00042389300000000006,25,May
Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,0.84,0.0,0.0,0.06,0.9,78.0,26.0,8.0,8.0,Wideload Games Inc.,E,Disney Guilty Party,8/31/2010,0,10372,0.0,0,0,11797,0.0,0,Aug
Virtua Tennis 4,PS3,2011,Sports,Sega,0.34,0.65,0.07,0.19,1.25,68.25,150.0,6.725,72.0,Sega,E,"Virtua Tennis,Virtua Tennis 4",4/29/2011,0,24817,0.0,0,2,23504,8.51e-05,2,Apr
Transformers: Fall of Cybertron,Xbox 360,2012,Action,Activision,0.76,0.38,0.0,0.14,1.28,78.25,149.0,8.175,528.0,High Moon Studios,T,"Fall of Cybertron,Transformers: Fall of Cybertron,Transformers",8/21/2012,45,49478,0.000909495,142,42,46136,0.000910352,408,Aug
Madden NFL 12,Wii,2011,Sports,Electronic Arts,1.03,0.0,0.0,0.08,1.11,,,4.133333333,,EA Tiburon,E,"Madden NFL 12,Madden NFL,Madden",8/30/2011,0,29865,0.0,0,14,29198,0.000479485,15,Aug
Child of Eden,Xbox 360,2011,Shooter,Ubisoft,0.56,0.24,0.0,0.08,0.88,84.0,162.0,7.7,190.0,Q Entertainment,E10+,Child of Eden,6/16/2011,8,27696,0.00028885,173,12,25107,0.000477954,32,Jun
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,1.05,0.42,0.0,0.16,1.67,74.4,208.0,7.46,309.0,Beenox,T,"Spider-Man: Shattered Dimensions,Shattered Dimensions,Spider-Man",9/7/2010,11,10710,0.001027077,11,17,11758,0.0014458239999999999,61,Sep
Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,0.68,0.26,0.25,0.14,1.29,,,,,Team Ninja,M,"Ninja Gaiden 3,Ninja Gaiden",3/20/2012,27,42460,0.000635893,295,34,43556,0.000780604,243,Mar
Tetris Axis,3DS,2011,Puzzle,Tetris Online,0.4,0.26,0.12,0.06,0.86,74.0,66.0,6.8,56.0,Hudson Soft,E,Tetris Axis,10/2/2011,1,29049,3.4399999999999996e-05,1,2,33328,5.9999999999999995e-05,2,Oct
Hyrule Warriors,3DS,2016,Action,Nintendo,0.34,0.26,0.22,0.06,0.86,,,,,,,Hyrule Warriors,3/25/2016,5,32548,0.000153619,2,7,34105,0.000205248,3,Mar
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.44,0.34,0.18,0.14,1.08,69.33333333,63.0,7.433333332999999,244.0,CyberConnect2,T,"Naruto Shippuden,Naruto Shippuden: Ultimate Ninja Storm Revolution,Naruto,Ultimate Ninja Storm Revolution",9/16/2014,9,29231,0.000307892,11,19,26210,0.0007249139999999999,16,Sep
Naughty Bear,PS3,2010,Action,505 Games,0.57,0.51,0.0,0.18,1.26,43.0,113.0,5.533333333,168.0,Artificial Mind and Movement,T,Naughty Bear,6/23/2010,7,10733,0.000652194,54,20,10348,0.001932741,25,Jun
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.46,0.24,0.08,0.08,0.86,47.0,28.0,6.0,48.0,TOYBOX,E10+,Hometown Story,10/22/2013,0,41878,0.0,0,0,49183,0.0,0,Oct
Max Payne 3,Windows,2012,Shooter,Take-Two Interactive,0.32,0.44,0.0,0.1,0.86,87.0,60.0,7.6,4404.0,Rockstar Studios,M,"Max Payne 3,Max Payne",5/29/2012,22,44472,0.000494693,1870,101,50784,0.001988815,2211,May
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.61,0.46,0.0,0.18,1.25,63.66666667,166.0,7.0,435.0,Obsidian Entertainment,M,Alpha Protocol,6/1/2010,20,10124,0.001975504,114,31,10888,0.002847171,222,Jun
Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.27,0.57,0.04,0.13,1.01,75.66666667,131.0,8.0,635.0,MachineGames,,"Wolfenstein: The Old Blood,The Old Blood,Wolfenstein",5/5/2015,27,32720,0.0008251830000000001,218,123,30905,0.003979939,8910,May
Batman: Arkham Origins Blackgate,Vita,2013,Action,Warner Bros. Interactive Entertainment,0.48,0.43,0.0,0.22,1.11,63.33333333,83.0,6.8,250.0,Armature Studio,T,"Batman,Arkham Origins Blackgate,Batman: Arkham Origins Blackgate",10/25/2013,159,40978,0.0038801309999999998,7030,2,52068,3.84e-05,2,Oct
Trials Fusion,PS4,2014,Racing,Ubisoft,0.26,0.44,0.02,0.14,0.84,79.0,102.0,7.2,488.0,RedLynx,E10+,Trials Fusion,4/16/2014,0,34538,0.0,0,130,31416,0.004138019000000001,1157,Apr
Virtua Tennis 4: World Tour,Vita,2011,Sports,Sega,0.08,0.56,0.02,0.18,0.84,,,,,,,"Virtua Tennis 4: World Tour,World Tour,Virtua Tennis 4",4/29/2011,0,24817,0.0,0,0,23504,0.0,0,Apr
Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,0.8,0.0,0.0,0.04,0.84,,,0.0,,Ubisoft,E10+,"Just Dance,Just Dance: Summer Party,Summer Party",7/19/2011,0,24555,0.0,0,0,26177,0.0,0,Jul
Metro: Last Light,PS3,2013,Action,Deep Silver,0.51,0.62,0.06,0.19,1.38,80.5,137.0,8.35,4110.0,4A Games,,"Metro,Last Light,Metro: Last Light",5/14/2013,77,42711,0.001802814,2595,537,69506,0.0077259519999999995,21668,May
TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,1.05,0.29,0.0,0.15,1.52,,,4.066666667,,Propaganda Games,T,"Evolution,TRON: Evolution,TRON",12/7/2010,25,14450,0.0017301039999999999,83,55,16087,0.00341891,181,Dec
Animal Crossing: Amiibo Festival,Wii U,2015,Misc,Nintendo,0.38,0.22,0.18,0.06,0.82,46.0,40.0,4.4,346.0,"Nintendo, Nd Cube",E,"Amiibo Festival,Animal Crossing: Amiibo Festival,Animal Crossing",11/13/2015,0,38008,0.0,0,4,38009,0.000105238,5,Nov
Terraria,PS3,2013,Action,505 Games,0.14,0.4,0.18,0.1,0.82,81.0,24.0,7.9,140.0,Engine Software,T,Terraria,3/26/2013,2,49075,4.0799999999999996e-05,7,0,47784,0.0,0,Mar
Green Day: Rock Band,PS3,2010,Misc,MTV Games,0.84,0.54,0.0,0.19,1.59,75.75,148.0,7.0,91.0,"Harmonix Music Systems, Demiurge Studios",T,"Green Day: Rock Band,Green Day,Rock Band",6/8/2010,38,9982,0.0038068520000000003,57,4,10979,0.000364332,2,Jun
WWE All Stars,PS3,2011,Fighting,THQ,0.74,0.57,0.0,0.22,1.53,,,6.2,97.0,THQ,T,"WWE All Stars,WWE",3/29/2011,10,18692,0.000534988,12,14,24451,0.0005725740000000001,9,Mar
Resistance: Burning Skies,Vita,2012,Shooter,Sony Computer Entertainment,0.36,0.3,0.04,0.12,0.82,60.0,126.0,6.8,490.0,Nihilistic,M,"Resistance: Burning Skies,Burning Skies,Resistance",5/29/2012,14,44472,0.000314805,164,15,50784,0.000295369,17,May
Just Dance Kids 2,Xbox 360,2011,Misc,Ubisoft,0.93,0.26,0.0,0.12,1.31,,,0.0,,Ubisoft,E,"Just Dance Kids,Just Dance Kids 2",10/25/2011,0,31619,0.0,0,0,48583,0.0,0,Oct
Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,0.62,0.02,0.06,0.12,0.8,93.0,8.0,9.0,510.0,Konami,M,"Metal Gear Solid: The Legacy Collection,MGS,The Legacy Collection,Metal Gear Solid",7/9/2013,145,77675,0.0018667520000000002,2957,25,63634,0.00039287199999999995,2055,Jul
The Wonderful 101,Wii U,2013,Action,Nintendo,0.38,0.2,0.16,0.06,0.8,78.0,150.0,8.5,990.0,PlatinumGames,T,"The Wonderful,The Wonderful 101",9/15/2013,16,49235,0.00032497200000000003,72,20,48785,0.000409962,1316,Sep
SpongeBob SquigglePants,Wii,2011,Misc,THQ,0.7,0.04,0.0,0.06,0.8,59.0,24.0,0.0,,WayForward,E,SpongeBob SquigglePants,4/12/2011,0,19704,0.0,0,0,25902,0.0,0,Apr
Asura's Wrath,PS3,2012,Action,Capcom,0.51,0.3,0.13,0.12,1.04,71.0,132.0,7.1,469.0,CyberConnect2,T,Asura's Wrath,2/21/2012,0,38764,0.0,0,23,42460,0.000541686,381,Feb
Ragnarok Odyssey,Vita,2012,Role-Playing,GungHo,0.4,0.02,0.32,0.06,0.8,66.0,42.0,7.8,222.0,Game Arts,T,Ragnarok Odyssey,10/30/2012,0,41853,0.0,0,1,49845,2.01e-05,0,Oct
The Gunstringer,Xbox 360,2011,Shooter,Microsoft Game Studios,0.52,0.2,0.0,0.08,0.8,77.0,120.0,8.1,80.0,Twisted Pixel Games,T,The Gunstringer,9/13/2011,0,31717,0.0,0,11,28374,0.00038767900000000004,30,Sep
No More Heroes 2: Desperate Struggle,Wii,2010,Action,Rising Star Games,0.4,0.22,0.08,0.06,0.78,84.0,136.0,8.8,368.0,Grasshopper Manufacture,M,"Desperate Struggle,No More Heroes 2: Desperate Struggle,No More Heroes 2",1/26/2010,2,8180,0.000244499,1,10,9219,0.0010847160000000001,47,Jan
Fishing Resort,Wii,2011,Sports,Namco Bandai Games,0.28,0.0,0.5,0.02,0.78,69.0,18.0,7.0,16.0,Prope,E,Fishing Resort,11/22/2011,0,48583,0.0,0,1,37295,2.68e-05,0,Nov
Armored Core V,PS3,2012,Simulation,Namco Bandai Games,0.31,0.11,0.52,0.05,0.99,66.0,89.0,7.266666667000001,131.0,From Software,T,"Armored Core,Armored Core V",3/20/2012,12,42460,0.000282619,53,23,43556,0.000528056,1075,Mar
Saints Row IV,PS4,2015,Action,Deep Silver,0.36,0.45,0.06,0.14,0.98,,,,,,,"Saints Row IV,Saints Row",1/20/2015,46,29429,0.001563084,2859,60,30562,0.001963222,3919,Jan
Dishonored,PS4,2015,Action,Bethesda Softworks,0.33,0.45,0.04,0.13,0.93,,,,,,,Dishonored,8/25/2015,29,29349,0.000988109,821,26,32336,0.000804057,46,Aug
Madden NFL Football,3DS,2011,Sports,Electronic Arts,0.72,0.02,0.0,0.06,0.78,49.0,36.0,5.3,32.0,EA Tiburon,E,"Madden,Madden NFL Football",3/22/2011,13,18670,0.0006963039999999999,310,29,23810,0.001217976,136,Mar
Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,0.5,0.12,0.1,0.06,0.78,44.0,36.0,5.3,18.0,Ubisoft,E10+,"Combat of Giants: Dinosaurs 3D,Combat of Giants,Dinosaurs 3D",3/27/2011,0,18630,0.0,0,0,24031,0.0,0,Mar
Until Dawn: Rush of Blood,PS4,2016,Adventure,Sony Computer Entertainment,0.36,0.3,0.0,0.14,0.78,72.0,98.0,8.0,136.0,SuperMassive Games,M,"Rush of Blood,Until Dawn: Rush of Blood,Until Dawn",10/13/2016,4,34066,0.000117419,4,6,46185,0.000129912,5,Oct
Super Monkey Ball: Step & Roll,Wii,2010,Action,Sega,0.3,0.38,0.0,0.08,0.78,,,,,,,"Step & Roll,Super Monkey Ball: Step & Roll,Super Monkey Ball",2/9/2010,9,8689,0.001035792,122,0,10250,0.0,0,Feb
Disney Princess: Enchanting Storybooks,Wii,2011,Misc,THQ,0.57,0.23,0.0,0.07,0.9,,,0.0,,Page 44 Studios,E,"Enchanting Storybooks,Disney Princess: Enchanting Storybooks,Disney Princess",11/1/2011,0,34178,0.0,0,0,47416,0.0,0,Nov
The Darkness II,Xbox 360,2012,Shooter,Take-Two Interactive,0.72,0.38,0.0,0.12,1.24,79.0,190.0,7.55,1013.0,Digital Extremes,M,"The Darkness II,The Darkness",2/7/2012,25,36449,0.00068589,99,0,40589,0.0,0,Feb
Samurai Warriors Chronicles,3DS,2011,Action,Tecmo Koei,0.24,0.1,0.4,0.02,0.78,61.0,60.0,7.7,70.0,Omega Force,T,Samurai Warriors Chronicles,3/25/2011,0,18467,0.0,0,0,23637,0.0,0,Mar
Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,0.63,0.46,0.07,0.15,1.32,71.5,196.0,5.8,673.0,Obsidian Entertainment,T,"Dungeon Siege,Dungeon Siege III",6/21/2011,15,28309,0.000529867,295,13,24555,0.000529424,40,Jun
Sonic & All-Stars Racing Transformed,Vita,2012,Racing,Sega,0.18,0.4,0.0,0.18,0.76,,,,,,,"Sonic & All-Stars Racing Transformed,Sonic",12/18/2012,147,48341,0.0030408970000000003,4833,0,50386,0.0,0,Dec
Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,Konami Digital Entertainment,0.3,0.22,0.2,0.04,0.76,78.0,92.0,7.8,334.0,Kojima Productions,M,"MGS,Metal Gear Solid,Metal Gear Solid: Snake Eater 3D,Snake Eater 3D",2/21/2012,21,38764,0.00054174,506,18,42460,0.000423928,66,Feb
Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.31,0.48,0.0,0.13,0.93,83.66666667,136.0,7.466666667,1197.0,Eidos Montreal,M,"Deus Ex: Mankind Divided,Deus Ex,Mankind Divided",8/23/2016,117,34955,0.003347161,2484,252,36362,0.006930311999999999,10542,Aug
Get Fit with Mel B,PS3,2010,Sports,Black Bean Games,0.3,0.32,0.0,0.14,0.76,73.0,8.0,5.8,8.0,Lightning Fish Games,E,Get Fit with Mel B,10/20/2010,0,11219,0.0,0,0,12717,0.0,0,Oct
Sesame Street: Elmo's A-to-Zoo Adventure,Wii,2010,Misc,Warner Bros. Interactive Entertainment,1.0,0.0,0.0,0.06,1.09,,,,,Black Lantern Studios,EC,"Sesame Street,Sesame Street: Elmo's A-to-Zoo Adventure,Elmo's A-to-Zoo Adventure",10/19/2010,0,11251,0.0,0,0,12667,0.0,0,Oct
Pro Evolution Soccer 2011 3D,3DS,2011,Sports,Konami Digital Entertainment,0.22,0.26,0.22,0.04,0.76,73.0,86.0,6.7,36.0,Konami,E,Pro Evolution Soccer 2011 3D,3/27/2011,0,18630,0.0,0,0,24031,0.0,0,Mar
GRID 2,PS3,2013,Racing,Codemasters,0.22,0.6,0.02,0.19,1.01,80.66666667,91.0,6.333333333,502.0,Codemasters,E,"GRID,GRID 2",5/28/2013,29,48984,0.00059203,252,85,87385,0.000972707,3070,May
Resident Evil Zero,PS4,2016,Action,Capcom,0.26,0.37,0.1,0.11,0.84,,,,,,,"Resident Evil Zero,Resident Evil",1/19/2016,30,32990,0.0009093660000000001,319,84,33371,0.002517156,1338,Jan
Farming Simulator 2015,PS3,2015,Simulation,Koch Media,0.32,0.6,0.0,0.18,1.09,,,,,,,"Farming Simulator,Farming Simulator 2015",5/19/2015,3,32297,9.290000000000001e-05,2,0,36377,0.0,0,May
EA Sports MMA,PS3,2010,Fighting,Electronic Arts,0.55,0.37,0.02,0.14,1.09,77.66666667,157.0,6.933333332999999,131.0,EA Tiburon,T,EA Sports MMA,10/19/2010,4,11251,0.000355524,5,4,12667,0.000315781,3,Oct
Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,0.53,0.4,0.0,0.17,1.09,75.0,84.0,4.6,78.0,EA Tiburon,E,"Tiger Woods PGA Tour 14,Tiger Woods PGA Tour",3/26/2013,0,49075,0.0,0,5,47784,0.000104638,2,Mar
BioShock The Collection,PS4,2016,Shooter,Take-Two Interactive,0.28,0.44,0.04,0.13,0.9,84.0,94.0,8.433333333,499.0,2K Games,M,BioShock The Collection,9/13/2016,21,36974,0.000567967,333,19,33761,0.00056278,70,Sep
Theatrhythm Final Fantasy: Curtain Call,3DS,2014,Misc,Square Enix,0.26,0.16,0.3,0.04,0.74,83.0,104.0,8.2,132.0,Indies Zero,T,"Theatrhythm Final Fantasy: Curtain Call,Theatrhythm Final Fantasy,Curtain Call,Final Fantasy",9/16/2014,3,29231,0.000102631,2,168,26210,0.006409766999999999,10063,Sep
Rocket League,PS4,2016,Sports,505 Games,0.12,0.77,0.0,0.12,1.04,85.75,142.0,8.475,3354.0,Psyonix,E,Rocket League,2/17/2016,154,33293,0.004625597,7761,261,32881,0.007937715,21753,Feb
DiRT Rally,PS4,2016,Racing,Codemasters,0.12,0.62,0.0,0.11,0.86,85.33333333,109.0,8.066666667,452.0,Codemasters,E,DiRT Rally,4/5/2016,17,32173,0.000528393,18,0,35063,0.0,0,Apr
